CPU_Load_Pct,Temperature_C,Fan_RPM,Voltage_V,Label,CPU_Load_Pct_mean,CPU_Load_Pct_std,CPU_Load_Pct_min,CPU_Load_Pct_max,CPU_Load_Pct_range,Temperature_C_mean,Temperature_C_std,Temperature_C_min,Temperature_C_max,Temperature_C_range,Fan_RPM_mean,Fan_RPM_std,Fan_RPM_min,Fan_RPM_max,Fan_RPM_range,Voltage_V_mean,Voltage_V_std,Voltage_V_min,Voltage_V_max,Voltage_V_range,Fan_Temp_Ratio
100.0,67,7281,0.724,2,43.0,39.611502257691654,8.9,100.0,91.1,59.4,13.005981529879072,47.0,90.0,43.0,5818.3,1266.9364668802898,4789.0,7322.0,2533.0,0.7992,0.0970885048694117,0.658,0.996,0.33799999999999997,108.67164016908
16.8,53,4996,0.703,0,42.470000000000006,39.95617182196846,8.9,100.0,91.1,59.2,13.09622507103139,47.0,90.0,43.0,5837.8,1250.9386520174007,4789.0,7322.0,2533.0,0.7819,0.09729616870383155,0.658,0.996,0.33799999999999997,94.26414916482737
43.5,63,7295,0.99,1,45.14,38.9291150682879,8.9,100.0,91.1,60.8,12.398924684557665,49.0,90.0,41.0,5837.8,1250.9386520174007,4789.0,7322.0,2533.0,0.8082,0.11478172521984695,0.658,0.996,0.33799999999999997,115.79364895565637
25.9,51,6850,0.776,1,46.089999999999996,38.26000087123191,8.9,100.0,91.1,61.0,12.202003478482087,51.0,90.0,39.0,6043.9,1228.523182976663,4789.0,7322.0,2533.0,0.8016,0.11451947917761028,0.658,0.996,0.33799999999999997,134.31372285659367
23.7,57,4783,0.824,0,45.709999999999994,38.483371589413636,8.9,100.0,91.1,61.3,12.046668511344633,51.0,90.0,39.0,6041.0,1231.7841621900418,4783.0,7322.0,2539.0,0.8182,0.10282541838799718,0.703,0.996,0.29300000000000004,83.91227922960914
20.2,65,4795,0.941,0,45.94,38.30515486052613,8.9,100.0,91.1,62.4,11.805836597961953,51.0,90.0,39.0,6017.7,1255.0585687971345,4783.0,7322.0,2539.0,0.8370999999999998,0.10660565963712555,0.703,0.996,0.29300000000000004,73.76922963431954
100.0,61,7281,0.689,2,53.9,40.609440610117574,8.9,100.0,91.1,62.8,11.669523459755236,51.0,90.0,39.0,6264.6,1234.1963827167508,4783.0,7322.0,2539.0,0.8064,0.09974545380896095,0.689,0.99,0.30100000000000005,119.3606537809729
78.7,68,4996,0.824,0,51.77,38.42250642527111,8.9,100.0,91.1,60.6,7.183313998427192,51.0,70.0,19.0,6032.0,1231.953732897466,4783.0,7295.0,2512.0,0.8024000000000001,0.09796507314117396,0.689,0.99,0.30100000000000005,73.47058715484431
46.5,59,4818,0.927,0,46.42,34.483516190911985,8.9,100.0,91.1,59.5,6.381396573025552,51.0,68.0,17.0,5788.4,1203.9976190452649,4783.0,7295.0,2512.0,0.8167,0.10515390836504578,0.689,0.99,0.30100000000000005,81.66101556506753
11.4,51,4783,0.681,0,46.67,34.18908370290793,11.4,100.0,88.6,59.5,6.381396573025552,51.0,68.0,17.0,5787.8,1204.5523649887537,4783.0,7295.0,2512.0,0.8079000000000001,0.11298028343230712,0.681,0.99,0.30899999999999994,93.78431188658213
21.6,60,4996,0.856,0,38.83,29.230503473825657,11.4,100.0,88.6,58.8,5.82713956890991,51.0,68.0,17.0,5559.3,1102.2046643986864,4783.0,7295.0,2512.0,0.8211,0.10975371418670885,0.681,0.99,0.30899999999999994,83.26666527888892
16.1,51,4990,0.661,0,38.76,29.289899662208178,11.4,100.0,88.6,58.6,6.077280093375108,51.0,68.0,17.0,5558.7,1102.5469554122797,4783.0,7295.0,2512.0,0.8169000000000001,0.1154319905591359,0.661,0.99,0.32899999999999996,97.84313533640912
41.3,54,7268,0.666,1,38.54,29.258586583922494,11.4,100.0,88.6,57.7,6.019413038937712,51.0,68.0,17.0,5556.0,1097.8455669577972,4783.0,7281.0,2498.0,0.7845,0.10657834885399788,0.661,0.941,0.2799999999999999,134.59259010013722
23.3,54,4709,0.747,0,38.28,29.394625359068627,11.4,100.0,88.6,58.0,5.715476066494083,51.0,68.0,17.0,5341.9,1023.7170236175823,4709.0,7281.0,2572.0,0.7816,0.10722789852562742,0.661,0.941,0.2799999999999999,87.20370208882034
100.0,87,7349,0.859,2,45.910000000000004,34.626593826133124,11.4,100.0,88.6,61.0,10.770329614269007,51.0,87.0,36.0,5598.5,1178.0216230801723,4709.0,7349.0,2640.0,0.7851,0.10931651293377422,0.661,0.941,0.2799999999999999,84.47126339688204
32.1,53,7295,0.764,1,47.1,33.84040976899266,11.4,100.0,88.6,59.8,10.942272768183642,51.0,87.0,36.0,5848.5,1251.5374766883956,4709.0,7349.0,2640.0,0.7674000000000001,0.09460937233347115,0.661,0.927,0.266,137.64150683695271
17.3,55,5034,0.796,0,38.83,29.27315987195249,11.4,100.0,88.6,59.2,11.033282980751167,51.0,87.0,36.0,5623.8,1164.4535008129585,4709.0,7349.0,2640.0,0.7781,0.09072847158172338,0.661,0.927,0.266,91.52727106314053
26.2,55,5021,0.863,0,33.58,25.833948379775197,11.4,100.0,88.6,57.9,10.640071010623526,51.0,87.0,36.0,5626.3,1162.9818045772586,4709.0,7349.0,2640.0,0.782,0.09370995441016704,0.661,0.927,0.266,91.29090743107442
30.4,68,4990,0.737,0,31.97,25.437944099317473,11.4,100.0,88.6,58.8,11.113555286725806,51.0,87.0,36.0,5643.5,1150.908361059018,4709.0,7349.0,2640.0,0.7630000000000001,0.07917912182724292,0.661,0.863,0.20199999999999996,73.38235186202424
10.9,49,4795,0.704,0,31.919999999999998,25.483319162847607,10.9,100.0,89.1,58.6,11.286176402031726,49.0,87.0,38.0,5644.7,1149.9172965430548,4709.0,7349.0,2640.0,0.7653,0.07683177872613821,0.661,0.863,0.20199999999999996,97.85714086005835
17.2,56,5015,0.806,0,31.48,25.718207990103487,10.9,100.0,89.1,58.2,11.301917241483117,49.0,87.0,38.0,5646.6,1148.7414562613003,4709.0,7349.0,2640.0,0.7603,0.07173105634552226,0.661,0.863,0.20199999999999996,89.55356982940054
48.9,59,7295,0.809,1,34.760000000000005,25.630199201549562,10.9,100.0,89.1,59.0,11.015141094572206,49.0,87.0,38.0,5877.1,1230.684493370345,4709.0,7349.0,2640.0,0.7751,0.06379559371757437,0.666,0.863,0.19699999999999995,123.64406570094805
63.0,82,4818,0.997,1,36.93,27.12071983639898,10.9,100.0,89.1,61.8,12.985461956442762,49.0,87.0,38.0,5632.1,1165.1465763776005,4709.0,7349.0,2640.0,0.8082,0.08367237696316915,0.704,0.997,0.29300000000000004,58.75609684443784
13.5,51,4996,0.719,0,35.95,27.83559871020482,10.9,100.0,89.1,61.5,13.218253372598904,49.0,87.0,38.0,5660.8,1143.2104695889457,4795.0,7349.0,2554.0,0.8054,0.086372835235777,0.704,0.997,0.29300000000000004,97.96078239292584
39.9,55,7308,0.663,1,29.939999999999998,16.751066301051488,10.9,63.0,52.1,58.3,9.787179823058782,49.0,82.0,33.0,5656.7,1136.5372409208594,4795.0,7308.0,2513.0,0.7857999999999999,0.09469577017422118,0.663,0.997,0.33399999999999996,132.87272485685955
88.6,79,7281,1.0,1,35.589999999999996,25.03883428241464,10.9,88.6,77.69999999999999,60.9,11.52244187083045,49.0,82.0,33.0,5655.3,1134.3013561953746,4795.0,7308.0,2513.0,0.8093999999999999,0.11573072193674423,0.663,1.0,0.33699999999999997,92.16455579538537
39.2,59,4996,0.866,0,37.78,24.20522441310738,10.9,88.6,77.69999999999999,61.3,11.36319595106158,49.0,82.0,33.0,5651.5,1136.6751954714236,4795.0,7308.0,2513.0,0.8164,0.11694082074090109,0.663,1.0,0.33699999999999997,84.67796466647518
34.5,55,4996,0.736,0,38.61,23.90446029974789,10.9,88.6,77.69999999999999,61.3,11.36319595106158,49.0,82.0,33.0,5649.0,1138.242407300737,4795.0,7308.0,2513.0,0.8037000000000001,0.11820702178804784,0.663,1.0,0.33699999999999997,90.83636198479343
49.5,72,7349,1.022,1,40.519999999999996,23.938615944396908,10.9,88.6,77.69999999999999,61.7,11.6909271564653,49.0,82.0,33.0,5884.9,1227.4450836323938,4795.0,7349.0,2554.0,0.8321999999999999,0.1336827089292653,0.663,1.022,0.359,102.06944302681329
20.5,51,4818,0.792,0,41.480000000000004,22.78341502058022,13.5,88.6,75.1,61.9,11.464437767868663,51.0,82.0,31.0,5887.2,1225.195385778666,4818.0,7349.0,2531.0,0.841,0.12703717741056922,0.663,1.022,0.359,94.47058638292968
100.0,65,7241,0.721,2,49.76,27.53027424491083,13.5,100.0,86.5,62.8,11.301917241483117,51.0,82.0,31.0,6109.8,1251.0647731699062,4818.0,7349.0,2531.0,0.8325000000000001,0.13237090146839509,0.663,1.022,0.359,111.39999828615387
24.3,71,5028,1.041,1,47.3,28.690300335363062,13.5,100.0,86.5,64.0,11.489125293076059,51.0,82.0,31.0,5883.1,1217.3801971629262,4818.0,7349.0,2531.0,0.8557,0.1472850976847284,0.663,1.041,0.3779999999999999,70.81690041102958
39.7,69,7268,1.001,1,44.97,28.215797387673145,13.5,100.0,86.5,62.7,9.843779761859773,51.0,79.0,28.0,6128.1,1225.7147982571921,4818.0,7349.0,2531.0,0.8561,0.1477162821086422,0.663,1.041,0.3779999999999999,105.33333180676331
34.3,48,7295,0.802,1,47.05,26.342624943025122,20.5,100.0,79.5,62.4,10.276186062932107,48.0,79.0,31.0,6358.0,1205.2134896173206,4818.0,7349.0,2531.0,0.8644000000000001,0.1413515711503294,0.663,1.041,0.3779999999999999,151.9791635004341
30.0,55,4996,0.802,0,46.06,26.822842669800853,20.5,100.0,79.5,62.4,10.276186062932107,48.0,79.0,31.0,6126.8,1224.3304564808755,4818.0,7349.0,2531.0,0.8783000000000001,0.12526509667279392,0.721,1.041,0.31999999999999995,90.83636198479343
44.7,50,4812,0.772,0,41.67,22.297635649448488,20.5,100.0,79.5,59.5,9.095175766428177,48.0,72.0,24.0,5879.9,1214.6234395894064,4812.0,7349.0,2537.0,0.8554999999999999,0.12134088804319458,0.721,1.041,0.31999999999999995,96.23999807520005
50.5,54,7295,0.771,1,42.8,22.44440044000088,20.5,100.0,79.5,59.0,9.261629326299879,48.0,72.0,24.0,6109.8,1245.903491892977,4812.0,7349.0,2537.0,0.8459999999999999,0.12411464234506911,0.721,1.041,0.31999999999999995,135.09259009087796
10.2,49,4783,0.721,0,40.37,24.64995154378831,10.2,100.0,89.8,58.4,9.731963373909258,48.0,72.0,24.0,6088.5,1268.6734322818381,4783.0,7349.0,2566.0,0.8445,0.12567263469471424,0.721,1.041,0.31999999999999995,97.6122429058726
100.0,100,7295,0.946,2,45.42,31.06612302814757,10.2,100.0,89.8,61.2,16.054075287394582,48.0,100.0,52.0,6083.1,1262.8134770336353,4783.0,7295.0,2512.0,0.8369,0.11564356157319489,0.721,1.041,0.31999999999999995,72.94999927050002
34.4,61,4818,0.886,0,46.81,30.123908924455495,10.2,100.0,89.8,62.2,15.654605286198267,48.0,100.0,52.0,6083.1,1262.8134770336353,4783.0,7295.0,2512.0,0.8462999999999999,0.11540850151623233,0.721,1.041,0.31999999999999995,78.98360526256386
16.6,52,4812,0.814,0,38.470000000000006,24.843870247787272,10.2,100.0,89.8,60.9,15.933542536980841,48.0,100.0,52.0,5840.2,1248.8768109340845,4783.0,7295.0,2512.0,0.8555999999999999,0.10767770841213542,0.721,1.041,0.31999999999999995,92.53845975887577
25.2,64,4990,0.99,1,38.56,24.788402306096486,10.2,100.0,89.8,60.2,15.590595455808185,48.0,100.0,52.0,5836.4,1251.677381223559,4783.0,7295.0,2512.0,0.8504999999999999,0.09875924710572102,0.721,1.001,0.2799999999999999,77.9687487817383
39.6,57,7308,0.69,1,38.55,24.787911480307418,10.2,100.0,89.8,59.0,15.297058540778359,48.0,100.0,52.0,5840.4,1256.814067394219,4783.0,7308.0,2525.0,0.8193999999999999,0.09499614027246932,0.69,0.99,0.30000000000000004,128.21052406648204
44.4,81,5028,1.0,0,39.56,24.801263408678746,10.2,100.0,89.8,62.3,16.1936201429246,49.0,100.0,51.0,5613.7,1166.4970400495852,4783.0,7308.0,2525.0,0.8392,0.11035880874070117,0.69,1.0,0.31000000000000005,62.074073307727495
20.7,52,4783,0.866,0,38.63,25.367479181030202,10.2,100.0,89.8,62.0,16.3707055437449,49.0,100.0,51.0,5592.4,1180.8852799677213,4783.0,7308.0,2525.0,0.8455999999999999,0.10981621009668832,0.69,1.0,0.31000000000000005,91.98076746190833
17.4,62,4990,0.912,0,35.9,26.100063856882308,10.2,100.0,89.8,63.2,15.824032355881984,49.0,100.0,51.0,5610.2,1169.097638732064,4783.0,7308.0,2525.0,0.8596,0.10830430380286007,0.69,1.0,0.31000000000000005,80.483869669615
43.3,54,4812,0.786,0,35.18,25.749511322223846,10.2,100.0,89.8,63.2,15.824032355881984,49.0,100.0,51.0,5361.9,1026.490618022828,4783.0,7308.0,2525.0,0.8611000000000001,0.10703732474650549,0.69,1.0,0.31000000000000005,89.11110946090538
26.1,61,4777,0.831,0,36.77,24.496033692552505,16.6,100.0,83.4,64.4,15.064306599818435,52.0,100.0,48.0,5361.3,1026.8682756593241,4777.0,7308.0,2531.0,0.8721,0.0961369971562572,0.69,1.0,0.31000000000000005,78.31147412604142
52.9,71,5002,0.647,0,32.06,12.652641357966893,16.6,52.9,36.3,61.5,9.03388682191177,52.0,81.0,29.0,5132.0,771.3078359369721,4777.0,7308.0,2531.0,0.8422000000000001,0.11520493816576514,0.647,1.0,0.353,70.45070323308869
23.7,49,7268,0.817,1,30.99,12.88310262837855,16.6,52.9,36.3,60.3,9.866328823044796,49.0,81.0,32.0,5377.0,1012.0327179603535,4777.0,7308.0,2531.0,0.8352999999999999,0.11435330243494403,0.647,1.0,0.353,148.32652758517293
18.2,57,4807,0.926,0,31.149999999999995,12.693064597995626,17.4,52.9,35.5,60.8,9.519570485175382,49.0,81.0,32.0,5376.5,1012.3440620658562,4777.0,7308.0,2531.0,0.8465,0.11747742099843883,0.647,1.0,0.353,84.3333318538012
40.4,48,7295,0.673,1,32.67,12.81093716755773,17.4,52.9,35.5,59.2,10.239357618739788,48.0,81.0,33.0,5607.0,1165.405127460451,4777.0,7308.0,2531.0,0.8148,0.11722229594521119,0.647,1.0,0.353,151.9791635004341
13.6,55,4789,0.734,0,30.07,13.844858652623076,13.6,52.9,39.3,59.0,10.306416555826877,48.0,81.0,33.0,5355.1,1020.0603958154189,4777.0,7295.0,2518.0,0.8192,0.11275814826432724,0.647,1.0,0.353,87.0727256895868
10.2,48,4777,0.746,0,26.65,14.132802662993356,10.2,52.9,42.7,55.7,7.334090869963987,48.0,71.0,23.0,5330.0,1032.0214252728576,4777.0,7295.0,2518.0,0.7938,0.09466173696084633,0.647,0.926,0.279,99.52083125998269
19.0,51,4777,0.944,0,26.479999999999997,14.222267361039513,10.2,52.9,42.7,55.6,7.396695959082767,48.0,71.0,23.0,5329.4,1032.376460190542,4777.0,7295.0,2518.0,0.8016,0.10402264710682536,0.647,0.944,0.29699999999999993,93.6666648300654
18.7,48,4818,0.716,0,26.610000000000003,14.135726998558608,10.2,52.9,42.7,54.2,7.375635565834329,48.0,71.0,23.0,5312.2,1040.0635450672116,4777.0,7295.0,2518.0,0.7819999999999999,0.09926619655138298,0.647,0.944,0.29699999999999993,100.37499790885421
28.8,58,5028,0.792,0,25.16,12.925358365975384,10.2,52.9,42.7,54.6,7.471427053931697,48.0,71.0,23.0,5333.8,1030.7221632320593,4777.0,7295.0,2518.0,0.7826,0.09931118321272349,0.647,0.944,0.29699999999999993,86.6896536777646
100.0,67,7308,0.723,2,32.55,26.993013499381256,10.2,100.0,89.8,55.2,8.243515970479816,48.0,71.0,23.0,5586.9,1178.9042417054534,4777.0,7308.0,2531.0,0.7718,0.09933534673574727,0.647,0.944,0.29699999999999993,109.07462523769216
43.8,54,4795,0.659,0,31.640000000000004,26.37710286509033,10.2,100.0,89.8,53.5,6.096447052723985,48.0,67.0,19.0,5566.2,1192.059357209661,4777.0,7308.0,2531.0,0.773,0.09771955337142683,0.659,0.944,0.2849999999999999,88.79629465192048
100.0,93,7363,0.861,2,39.269999999999996,33.81262256087873,10.2,100.0,89.8,57.9,13.666260156555882,48.0,93.0,45.0,5575.7,1207.4083402064105,4777.0,7363.0,2586.0,0.7774,0.10086096040259263,0.659,0.944,0.2849999999999999,79.17204215944041
28.3,69,5028,0.99,0,40.28,33.25964521759065,10.2,100.0,89.8,59.1,14.09846327323183,48.0,93.0,45.0,5597.8,1193.7199373759693,4777.0,7363.0,2586.0,0.7838,0.11267633094645729,0.659,0.99,0.33099999999999996,72.86956416131066
100.0,76,7308,0.791,2,46.239999999999995,38.249305004579284,10.2,100.0,89.8,61.9,14.425671561490647,48.0,93.0,45.0,5599.1,1195.7789139766223,4777.0,7363.0,2586.0,0.7956,0.10574938928113645,0.659,0.99,0.33099999999999996,96.15789347160667
48.5,62,7268,0.996,1,49.73,36.492040227973014,10.2,100.0,89.8,62.6,14.222048610051461,48.0,93.0,45.0,5847.0,1264.182036821526,4777.0,7363.0,2586.0,0.8218,0.1202532512842976,0.659,0.996,0.33699999999999997,117.22580456087412
18.8,58,4996,0.722,0,50.589999999999996,35.54600930875051,18.7,100.0,81.3,63.6,13.409780841692463,48.0,93.0,45.0,5868.9,1245.342920198645,4777.0,7363.0,2586.0,0.8194000000000001,0.12215854907091477,0.659,0.996,0.33699999999999997,86.13792954934604
18.0,58,5034,0.873,0,50.489999999999995,35.64602050408682,18.0,100.0,82.0,64.3,12.84998919152161,48.0,93.0,45.0,5894.6,1222.752741426764,4795.0,7363.0,2568.0,0.8123000000000001,0.11602111876723128,0.659,0.996,0.33699999999999997,86.79310195184307
18.3,56,4842,0.738,0,50.45,35.685859322083815,18.0,100.0,82.0,65.1,11.939197814109807,54.0,93.0,39.0,5897.0,1220.4261550786266,4795.0,7363.0,2568.0,0.8145,0.11418625136153646,0.659,0.996,0.33699999999999997,86.46428417028065
41.6,63,4990,0.735,0,51.73,35.04685910796192,18.0,100.0,82.0,65.6,11.711343029540014,54.0,93.0,39.0,5893.2,1223.4878921436953,4795.0,7363.0,2568.0,0.8088000000000001,0.11682636688693178,0.659,0.996,0.33699999999999997,79.20634794910559
17.7,59,5034,0.927,0,43.5,31.98134873120061,17.7,100.0,82.3,64.8,11.877148928369412,54.0,93.0,39.0,5665.8,1139.773934700308,4795.0,7363.0,2568.0,0.8291999999999999,0.11798474477660224,0.659,0.996,0.33699999999999997,85.32203245216894
17.0,63,5028,0.831,0,40.82,33.058191118087514,17.0,100.0,83.0,65.7,11.294541454466692,56.0,93.0,37.0,5689.1,1122.2412545140787,4842.0,7363.0,2521.0,0.8464,0.10184978045031681,0.722,0.996,0.274,79.80952254270599
77.8,57,7308,0.681,1,38.6,29.157731964837964,17.0,100.0,83.0,62.1,6.226288353960717,56.0,76.0,20.0,5683.6,1113.2246653553611,4842.0,7308.0,2466.0,0.8284,0.11414629988649544,0.681,0.996,0.31499999999999995,128.21052406648204
100.0,66,7349,0.762,2,45.769999999999996,34.6431667143753,17.0,100.0,83.0,61.8,5.921711464320671,56.0,76.0,20.0,5915.7,1199.9288914116723,4842.0,7349.0,2507.0,0.8055999999999999,0.10020002217786399,0.681,0.996,0.31499999999999995,111.34848316138662
53.8,73,7308,1.029,1,41.15,29.271687116848373,17.0,100.0,83.0,61.5,5.147815070493521,56.0,73.0,17.0,5915.7,1199.9288914116723,4842.0,7349.0,2507.0,0.8294,0.12219765409641314,0.681,1.029,0.34799999999999986,100.10958766973168
54.2,64,7308,0.992,1,41.720000000000006,29.48543143090613,17.0,100.0,83.0,61.7,5.2078999819718526,56.0,73.0,17.0,5919.7,1204.9936883191087,4842.0,7349.0,2507.0,0.829,0.12159678358319248,0.681,1.029,0.34799999999999986,114.18749821582034
100.0,69,7308,0.769,2,49.84,33.393951548147164,17.0,100.0,83.0,62.8,5.4934304198540564,56.0,73.0,17.0,6150.9,1229.6209397841094,4842.0,7349.0,2507.0,0.8337,0.11785212014309367,0.681,1.029,0.34799999999999986,105.91304194328926
42.7,66,4812,0.996,0,52.31,31.644885491620567,17.0,100.0,83.0,63.6,5.295700562196141,56.0,73.0,17.0,6128.7,1253.7928280045137,4812.0,7349.0,2537.0,0.8460000000000001,0.12835973754344537,0.681,1.029,0.34799999999999986,72.90908980440773
37.9,58,5028,1.001,1,54.27,29.861050439214853,17.0,100.0,83.0,63.8,5.006662228138297,57.0,73.0,16.0,6147.3,1233.804058817913,4812.0,7349.0,2537.0,0.8722999999999999,0.13069476738654134,0.681,1.029,0.34799999999999986,86.6896536777646
50.0,62,5034,0.867,0,55.11,29.581880715510074,17.0,100.0,83.0,63.7,5.034326612809753,57.0,73.0,16.0,6151.7,1229.2885069556837,4812.0,7349.0,2537.0,0.8855000000000001,0.12163903795885378,0.681,1.029,0.34799999999999986,81.19354707752343
22.5,58,4824,0.988,0,55.59000000000001,28.93937916864608,17.0,100.0,83.0,63.6,5.146735750831683,57.0,73.0,16.0,6130.7,1252.086085964806,4812.0,7349.0,2537.0,0.8916000000000001,0.1254221316638775,0.681,1.029,0.34799999999999986,83.17241235909634
23.5,50,5028,0.664,0,56.24000000000001,28.03518424329606,22.5,100.0,77.5,62.3,6.717307661721499,50.0,73.0,23.0,6130.7,1252.086085964806,4812.0,7349.0,2537.0,0.8749,0.14411295723995246,0.664,1.029,0.3649999999999999,100.55999798880005
100.0,62,7295,0.689,2,58.46,30.68579838006863,22.5,100.0,77.5,62.8,6.460134157533683,50.0,73.0,23.0,6129.4,1250.7339356464981,4812.0,7349.0,2537.0,0.8756999999999999,0.14293436722262864,0.664,1.029,0.3649999999999999,117.66128842481794
21.3,56,4990,0.806,0,50.589999999999996,28.887692496594077,21.3,100.0,78.7,61.8,6.679986693266864,50.0,73.0,23.0,5893.5,1217.1614747253361,4812.0,7308.0,2496.0,0.8801,0.1396857186687312,0.664,1.029,0.3649999999999999,89.10714126594391
30.9,47,7295,0.737,1,48.300000000000004,29.506006921378646,21.3,100.0,78.7,59.2,6.892830413633529,47.0,69.0,22.0,5892.2,1215.4886351678579,4812.0,7308.0,2496.0,0.8509,0.13556011376671379,0.664,1.001,0.33699999999999986,155.2127626550476
100.0,63,7295,0.703,2,52.879999999999995,33.77006564005071,21.3,100.0,78.7,59.1,6.822348894951409,47.0,69.0,22.0,5890.9,1213.8119431498988,4812.0,7308.0,2496.0,0.8219999999999998,0.13291684952965463,0.664,1.001,0.33699999999999986,115.79364895565637
39.4,58,4812,0.711,0,46.82,29.548333286329363,21.3,100.0,78.7,58.0,5.868938953886362,47.0,66.0,19.0,5641.3,1144.6933650545889,4812.0,7295.0,2483.0,0.8161999999999999,0.13669820774245714,0.664,1.001,0.33699999999999986,82.96551581093938
100.0,64,7336,0.706,2,52.55,33.896484576821045,21.3,100.0,78.7,57.8,5.593647190240835,47.0,64.0,17.0,5893.7,1217.4708803271003,4812.0,7336.0,2524.0,0.7872,0.12453629546798343,0.664,1.001,0.33699999999999986,114.62499820898441
16.5,55,4996,0.937,0,50.410000000000004,35.55891668141137,16.5,100.0,83.5,57.5,5.661762583821037,47.0,64.0,17.0,5890.5,1220.0384556780714,4812.0,7336.0,2524.0,0.7808,0.11348205927712877,0.664,0.988,0.32399999999999995,90.83636198479343
36.6,52,4812,0.916,0,49.07000000000001,35.827551471520415,16.5,100.0,83.5,56.5,5.661762583821042,47.0,64.0,17.0,5868.3,1239.2240448495718,4812.0,7336.0,2524.0,0.7857000000000001,0.11856179823197685,0.664,0.988,0.32399999999999995,92.53845975887577
18.8,51,4990,0.788,0,48.7,36.150088366266665,16.5,100.0,83.5,55.8,5.884065110297694,47.0,64.0,17.0,5884.9,1224.7076249728614,4812.0,7336.0,2524.0,0.7657,0.09521443634706289,0.664,0.937,0.273,97.84313533640912
100.0,62,7308,0.747,2,56.35,38.25772979266921,16.5,100.0,83.5,57.0,5.792715732327619,47.0,64.0,17.0,6112.9,1259.2005797330312,4812.0,7336.0,2524.0,0.774,0.08876310544865411,0.689,0.937,0.2480000000000001,117.87096584079087
100.0,92,7281,0.88,2,56.35,38.25772979266921,16.5,100.0,83.5,60.0,12.525529485370635,47.0,92.0,45.0,6111.5,1257.7472144892859,4812.0,7336.0,2524.0,0.7931,0.0889899494949351,0.703,0.937,0.2340000000000001,79.14130348759453
57.4,56,7322,0.664,1,59.959999999999994,36.23252682328408,16.5,100.0,83.5,60.0,12.525529485370635,47.0,92.0,45.0,6344.7,1242.8049860429983,4812.0,7336.0,2524.0,0.7789,0.09761426352969345,0.664,0.937,0.273,130.74999766517863
